x,y
0.36946234,-1.6422433
-0.09512097,-0.2008185
0.05540222,0.79630095
0.40815952,-1.0773534
-0.9269007,1.5449141
0.08710572,0.26130453
0.70227337,-0.5097123
-0.7210123,0.76353794
0.92529684,-2.0525296
-0.76236415,1.5898273
-0.26443374,0.39943922
0.59659034,0.2503303
0.7944315,-1.743014
0.60696185,-0.13813825
0.47288847,-1.3670838
0.14687577,1.3417805
0.24026519,-0.42325583
-0.1322967,-0.36703685
0.6425146,0.16209602
0.5903724,0.17621112
0.9730305,-1.2201338
-0.165178,0.0034726264
-0.52554643,0.6545733
-0.45851067,1.4992754
-0.7842171,1.8716044
-0.17923415,-0.39025927
0.6187223,-0.24043435
0.55105525,-0.016560191
0.40193826,-1.5345179
-0.37128803,1.7002159
